,url,name,sku,price,size,brand,description,images
996,https://us.shein.com/Allover-Floral-Print-Split-Thigh-Ruched-Detail-Skirt-p-12927884-cat-1732.html?mallCode=1,Allover Floral Print Split Thigh Ruched Detail Skirt, SKU: sw2212236292972110,$11.49,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Mint Blue'}, {'Style': 'Boho'}, {'Pattern Type': 'Floral, All Over Print'}, {'Details': 'Ruched, Split Thigh'}, {'Waist Line': 'High Waist'}, {'Length': 'Maxi'}, {'Type': 'Slit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764296932ed884887804b0fdf8997cbfaf8260aa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764296932ed884887804b0fdf8997cbfaf8260aa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764296959d6f1d9625e4653ddf31769bc17c02ea_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764296967e9308afa166800fc8727b0cf63ec657_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764296988fbedc63910146bf4d29032d8826f5ed_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764297009694ea1df713e23a8e4a5cde72e8770e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/1676429701f1371e97f7a582fb11df97459fd17319_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764296932ed884887804b0fdf8997cbfaf8260aa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/15/16764296932ed884887804b0fdf8997cbfaf8260aa_thumbnail_600x.webp']"
997,https://us.shein.com/2pcs-Rhinestone-Decor-Face-Covering-p-12674007-cat-2397.html?mallCode=1,2pcs Rhinestone Decor Face Covering, SKU: sc2212177066152066,$1.50,one-size,YHOLF Apparel Accessories,"[{'Color': 'Multicolor'}, {'Material': 'Polyester'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Pattern Type': 'Plain'}, {'Type': 'Cloth Face Mask'}, {'Composition': '96% Polyester, 4% Elastane'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/1672207418bcf82888923fac9f4a2257da8dbb45dd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/1672207412b4ba929b119d26708a9e95765b719edb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/1672207414b217955b30ff859520ae6e83c8565bbe_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/167220741680aec7da1d9988699a7f4f1f6b560f51_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/1672207418bcf82888923fac9f4a2257da8dbb45dd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/1672207412b4ba929b119d26708a9e95765b719edb_thumbnail_600x.webp']"
998,https://us.shein.com/SHEIN-X-Peartree-Stories-Geo-Print-Maxi-Skirt-p-6883747-cat-1732.html?mallCode=1,SHEIN X Peartree Stories Geo Print Maxi Skirt, SKU: sw2108313954042602,$9.22,"XS(2),S(4),M(6),L(8/10)",SHEIN X Peartree Stories,"[{'Color': 'Multicolor'}, {'Style': 'Boho'}, {'Pattern Type': 'Graphic'}, {'Details': 'Zipper'}, {'Waist Line': 'High Waist'}, {'Length': 'Maxi'}, {'Type': 'A Line'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash, do not dry clean,wash with the soft detergent'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/16390995224fff3f2e46c795141a64143ec152a62f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/16390995156df5dbb15a571f87a17dcbfb7e6b73f4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/16390995184831281347976d6519585426c3e99737_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/163909952033874d7202e2ee1667c3048588017ada_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/16390995224fff3f2e46c795141a64143ec152a62f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/1639099523c63a9472ee470e0458e66d860d7350e1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/16390995224fff3f2e46c795141a64143ec152a62f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/10/16390995156df5dbb15a571f87a17dcbfb7e6b73f4_thumbnail_600x.webp']"
999,https://us.shein.com/Colorblock-Rhinestone-Studded-Halter-Triangle-Bikini-Swimsuit-p-12460215-cat-1866.html?mallCode=1,Colorblock Rhinestone Studded Halter Triangle Bikini Swimsuit, SKU: sw2212061776557565,$12.00,"S(4),M(6),L(8/12),XL(14)",,"[{'Color': 'Multicolor'}, {'Pattern Type': 'Colorblock'}, {'Details': 'Backless, Rhinestone, Tie Back'}, {'Bottom Type': 'High Cut'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Bottoms & Bikini Tops Material': 'Fabric'}, {'Bikini Bottoms & Bikini Tops Composition': '80% Polyamide, 20% Elastane'}, {'Bikini Bottoms & Bikini Tops Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/12/16708142603298d2954557fcc707dd985b7c7a1ca3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/16734257040038872880913bc9ac14d49197114643_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673425705861ba291268bc3df29c49e4c34061813_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/12/16708142639762f2db201d6987dceb2210b02df8d2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/12/1670814264fdbf14ad5d018f80bc69f3bbccef5352_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/12/1670814266d6ccda9f34136df398031284ee7702ec_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/12/16708142603298d2954557fcc707dd985b7c7a1ca3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/12/16708142603298d2954557fcc707dd985b7c7a1ca3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/16734257040038872880913bc9ac14d49197114643_thumbnail_600x.webp']"
1000,https://us.shein.com/SHEIN-PETITE-Solid-High-Waist-Leggings-p-11249052-cat-1871.html?mallCode=1,SHEIN PETITE Solid High Waist Leggings, SKU: sw2207074180105604,$6.00,"XS-XL,Petite XXS(0),Petite XS(2),Petite S(4),Petite M(6),Petite L(8/10)",SHEIN PETITE,"[{'Color': 'Black'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Type': 'Regular'}, {'Fabric': 'Medium Stretch'}, {'Material': 'Knitted Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'Semi-Sheer'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/1663641645d00ca2163254155dd86e389244a84f90_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/1663641637073bd5262760e15fe02719772b8ceb4f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/16636416396757e5b7dd13159f368b8b539a2c8500_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/1663641642cbbd7429031d7a407ce6b637f2293506_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/1663641644427ff22c90432f879794ff04c0abae57_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/1663641645d00ca2163254155dd86e389244a84f90_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/1663641645d00ca2163254155dd86e389244a84f90_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/20/1663641637073bd5262760e15fe02719772b8ceb4f_thumbnail_600x.webp']"
1001,https://us.shein.com/Allover-Print-Halter-Triangle-Bikini-Swimsuit-With-Beach-Skirt-p-12688702-cat-1866.html?mallCode=1,Allover Print Halter Triangle Bikini Swimsuit With Beach Skirt, SKU: sw2212083532253283,$12.99,"S(4),M(6),L(8/12)",,"[{'Color': 'Multicolor'}, {'Pattern Type': 'All Over Print'}, {'Details': 'Drawstring, Knot, Tie Back'}, {'Bottom Type': 'Skirt, Tie Side'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Number of Pieces': '3 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Bottoms & Bikini Tops Material': 'Knitted Fabric'}, {'Bikini Bottoms & Bikini Tops Composition': '82% Polyester, 18% Elastane'}, {'Bikini Bottoms & Bikini Tops Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/1672899357f2a926b531ba50951d6e88f38d9f978b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/23/1677139121a5c70e723d9d6633313db746df75e6c8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/167635593299c8c7bd79d9949cb3507c14e7b06b7f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/23/1677139123486edc2a15efab2f90f9463ca0d6c6f0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/1676355936f7cc2bc8c997885f570cb8f08b616e17_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/16728993610c9529cca0ffeb97c3e5c82e0881ec93_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/1672899357f2a926b531ba50951d6e88f38d9f978b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/167289936565a29e97762c4f4c42cd6133cbc9b9bb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/1672899367fa68c1bda596be98d0a04fc9b0a57643_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/1672899357f2a926b531ba50951d6e88f38d9f978b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/23/1677139121a5c70e723d9d6633313db746df75e6c8_thumbnail_600x.webp']"
1002,https://us.shein.com/Metallic-Triangle-Bikini-Top-p-2269252-cat-2291.html?mallCode=1,Metallic Triangle Bikini Top, SKU: swswim03210301597,$4.49,"S(4),M(6),L(8/12),XL(14)",,"[{'Color': 'Hot Pink'}, {'Style': 'Sexy'}, {'Pattern Type': 'Plain'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Fabric': 'High Stretch'}, {'Material': 'Fabric'}, {'Composition': '82% Polyester, 18% Spandex'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Body': 'Lined'}, {'Chest pad': 'Removable Padding'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/15/1618476761d76b22d594dfbb9ccb3bfed497d2dcd8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/15/1618476761d76b22d594dfbb9ccb3bfed497d2dcd8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/15/16184767636aea3b54c915b79a54622d6b5eac69c9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/15/161847676502dd4085439b4496adfb1cbbb92d4c80_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/15/16184767677bc4cf008694d65051b1c848f139d826_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/15/1618476761d76b22d594dfbb9ccb3bfed497d2dcd8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/15/1618476761d76b22d594dfbb9ccb3bfed497d2dcd8_thumbnail_600x.webp']"
1003,https://us.shein.com/High-Waist-Button-Detail-Mermaid-Hem-Flannel-Skirt-p-12240993-cat-1732.html?mallCode=1,High Waist Button Detail Mermaid Hem Flannel Skirt, SKU: sw2211020099082494,$10.00,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Dark Green'}, {'Style': 'Elegant'}, {'Pattern Type': 'Plain'}, {'Details': 'Double Button, Ruffle Hem, Zipper'}, {'Waist Line': 'High Waist'}, {'Length': 'Short'}, {'Type': 'Mermaid'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Flannelette'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/1669253011e3fa89811ab8b53b85edb17854d98d1b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/1669253000743d081b0af4ffe2a8c40686b93ab541_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/1669253002d819a37f719829c4b5a1825757d952ad_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/1669253004f7ba44f45b007e0b6c9bc35ad981a21b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/16692530076ab1c999e84e6fd58f186c80368bc3ae_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/1669253009f9719915ab304f4ba4652e9a48533913_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/1669253011e3fa89811ab8b53b85edb17854d98d1b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/24/1669253000743d081b0af4ffe2a8c40686b93ab541_thumbnail_600x.webp']"
1004,https://us.shein.com/Studded-Detail-Triangle-High-Cut-Bikini-Swimsuit-p-12716547-cat-1866.html?mallCode=1,Studded Detail Triangle High Cut Bikini Swimsuit, SKU: sw2212086632829877,$11.49,"S(4),M(6),L(8/12)",,"[{'Color': 'Lime Green'}, {'Style': 'Sexy'}, {'Pattern Type': 'Plain'}, {'Details': 'Belted, Criss Cross, Cut Out'}, {'Bottom Type': 'High Cut'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Tops Material': 'Knitted Fabric'}, {'Bikini Tops Composition': '80% Polyamide, 20% Elastane'}, {'Bikini Tops Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/09/1673233766247c36bf24474c05093d6ff1ff628cea_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/23/16771391607c0a05d24bc52d679c2e2a907cb7344d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/06/167564830100e28a7e20d37676d05bb0509885d9c0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/06/1675648300709a8a7c8cc78b53b8880ec1d9f4192a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/09/1673233766247c36bf24474c05093d6ff1ff628cea_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/09/16732337679ef27b9765fb28096f2d5b7a0aaf35aa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/09/16732337690d3e195d050264e2be51e4dc0167cf65_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/09/167323377001d7f4a46b8fc71b6bcb7904bd6465c4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/09/167323377111ee73cf26cae979a9ea42f603a7aad2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/09/1673233766247c36bf24474c05093d6ff1ff628cea_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/23/16771391607c0a05d24bc52d679c2e2a907cb7344d_thumbnail_600x.webp']"
1005,https://us.shein.com/Floral-Print-Pleated-Skirt-p-12730712-cat-1732.html?mallCode=1,Floral Print Pleated Skirt, SKU: sw2211300243033602,$13.00,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Pink'}, {'Style': 'Boho'}, {'Pattern Type': 'Floral, All Over Print'}, {'Details': 'Pleated'}, {'Waist Line': 'High Waist'}, {'Length': 'Maxi'}, {'Type': 'Pleated'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/16733429080cefb5d3532cd1ef16e77c09faac1205_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/16733428934e3def34a032fcfebfecbdd65ade74eb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/167334289747efa45f14fdda7ff7c157e175723a10_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/1673342899341e60000d240cc8930a523f5dde42fb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/167334290610bb7dca2d4e1fdf2be088de4fc83108_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/16733429080cefb5d3532cd1ef16e77c09faac1205_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/167334291096ddba8f72f1bb3e1ce88181b3a3da73_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/16733429080cefb5d3532cd1ef16e77c09faac1205_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/10/16733428934e3def34a032fcfebfecbdd65ade74eb_thumbnail_600x.webp']"
1006,https://us.shein.com/2pcs-Zebra-Stripe-Pattern-Face-Covering-p-12563546-cat-2397.html?mallCode=1,2pcs Zebra Stripe Pattern Face Covering, SKU: sc2212197380777557,$1.50,one-size,YHOLF Apparel Accessories,"[{'Color': 'Multicolor'}, {'Material': 'Polyester'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Composition': '94% Polyester, 6% Elastane'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167152298226e2c6f08941bd83f6a4869954691637_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/1671522977b9e43c5db054e33b8c86c3aca7c74aa1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167152297987b502c430bc3005f5bb3cbffd86bb1b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/16715229803cd245fb20b3b4f24b2950d2aad016f5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167152298226e2c6f08941bd83f6a4869954691637_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/1671522977b9e43c5db054e33b8c86c3aca7c74aa1_thumbnail_600x.webp']"
